,prompt_overlap,avg_word_length,sent_length,cosineword2vec,cosinedoc2vec,fsts,noun_overlap,content_overlap,ttr,jc_sim,sps,cs_use,cosine_elmo,lsa1,lsa2,lsa3,score
1957,0.25,4.857142857142857,14,0.15434416797426012,0.3910258114337921,0.6175629645627531,0.2307692307692308,0.2352941176470588,1.0,0.18831379706291893,0.2380952380952381,0.7642361521720886,0.6690611243247986,0.9423143963395608,0.009253490126987179,-0.3346011825616861,0
1958,0.0625,3.866666666666666,15,0.1525527536869049,-0.397502601146698,0.3334371656930101,0.07692307692307693,0.2352941176470588,0.8666666666666667,0.20261661610686046,0.2380952380952381,0.7286821603775024,0.7125224471092224,0.9449515255899804,-0.19476242221291296,-0.26293385704189426,0
1959,0.1875,4.388888888888889,18,0.20428663657771212,-0.05738575756549835,0.4106590421386265,0.0,0.1176470588235294,0.8888888888888888,0.17820644428063415,0.2380952380952381,0.7415202260017395,0.6414902806282043,0.8728559315668837,-0.06414759172479005,-0.4837433298810613,0
1960,0.25,4.470588235294118,17,0.20489924483829075,-0.1750507950782776,0.7262707085534549,0.15384615384615385,0.29411764705882354,0.9411764705882352,0.3333333333333333,0.2380952380952381,0.6685988306999207,0.7004866600036621,0.7269155569076278,-0.2791328951885099,-0.6274381243990149,0
1961,0.0625,3.96,25,0.24505906965997484,0.23108923435211184,0.5395537431930938,0.2307692307692308,0.29411764705882354,0.84,0.3001558998678369,0.3809523809523809,0.5912637114524841,0.6573249697685242,0.7508748577652886,-0.3041827240021617,-0.5862250578016795,1
1962,0.125,4.333333333333333,12,0.13236894541316566,-0.17736193537712094,0.24562403795182802,0.07692307692307693,0.2352941176470588,1.0,0.19047619047619047,0.14285714285714285,0.667153537273407,0.5945927500724792,0.7542962665589608,-0.22066733374036573,-0.6183389605023537,0
1963,0.0625,3.7058823529411766,17,0.17099661628405252,0.4165321588516235,1.0801582327985286,0.0,0.17647058823529413,0.8823529411764706,0.1511806421864105,0.19047619047619047,0.7444954514503479,0.6484726071357727,0.8227320086713318,-0.2599399480636804,-0.5055128735336882,0
1964,0.0,3.5,4,0.0277777761220932,0.14395487308502194,0.21768717484274933,0.0,0.05882352941176471,1.0,0.047619047619047616,0.047619047619047616,0.412705272436142,0.3024994730949402,0.9954033136160048,0.07837103902733453,0.055047465736886216,0
1965,0.1875,3.8571428571428568,14,0.1282795468966166,0.1349259912967682,1.3917847206865015,0.07692307692307693,0.1176470588235294,0.8571428571428571,0.16472804827451756,0.19047619047619047,0.4967715740203858,0.5117571949958801,0.8136062096827178,-0.15221198946835587,-0.5611385264155428,0
1966,0.0,3.6,5,0.03490783605310652,0.2563493847846985,0.4106590421386265,0.0,0.0,1.0,0.052245009887631984,0.0,0.11940159648656845,0.3158190846443176,0.6842437589738529,0.280190678568892,0.6732782945769421,0
1967,0.125,4.166666666666667,12,0.14178497592608133,0.14519751071929932,0.5395537431930938,0.07692307692307693,0.1176470588235294,0.9166666666666666,0.12200303166127913,0.19047619047619047,0.6451437473297119,0.5565415024757385,0.6862758044996186,-0.18907031098823116,-0.7023374813159374,0
1968,0.25,4.05,20,0.16389504985676873,-0.334267795085907,0.24562403795182802,0.07692307692307693,0.2352941176470588,0.9,0.20699341769411334,0.19047619047619047,0.6654050946235657,0.7433266639709473,0.8700504476288901,-0.08150773128404751,-0.4861776509895282,0
1969,0.25,5.230769230769232,13,0.1965849366452959,-0.2420849651098252,0.7267725687116344,0.15384615384615385,0.2352941176470588,1.0,0.2751252684851472,0.2380952380952381,0.7515572905540466,0.691856324672699,0.6118807833722419,-0.1873870346179052,-0.7684321741031406,0
1970,0.1875,4.235294117647058,17,0.1299406902657615,0.4488890767097473,0.6660900557866121,0.15384615384615385,0.2352941176470588,0.9411764705882352,0.1981942728690088,0.19047619047619047,0.7386167049407959,0.7459262013435364,0.9273494493110568,-0.11574778890171213,-0.3558446967805544,0
1971,0.375,4.615384615384615,13,0.1505141490035587,-0.22919420897960666,1.6727879611991685,0.15384615384615385,0.2352941176470588,1.0,0.2158643371455108,0.19047619047619047,0.789935827255249,0.7306210398674011,0.6393166166421567,-0.2563790327890816,-0.7249441738722787,0
1972,0.0,3.9,30,0.2935287604729335,0.653574526309967,0.15714331497653594,0.3076923076923077,0.35294117647058826,0.5333333333333333,0.31747395004700896,0.42857142857142855,0.4987438321113586,0.6001964211463928,0.9391028245391349,-0.17532295869434114,-0.29554651934556964,0
1973,0.1875,4.818181818181818,11,0.11721371528175142,0.36982607841491705,0.4106590421386265,0.07692307692307693,0.1176470588235294,1.0,0.14076536593512878,0.19047619047619047,0.5888527035713196,0.5715129971504211,0.648890866039257,-0.12549342978689296,-0.7504612202180371,0
1974,0.3125,4.4375,16,0.1635796535346243,0.3940806984901428,0.5395537431930938,0.15384615384615385,0.17647058823529413,0.875,0.1936886957928015,0.2380952380952381,0.8436940312385559,0.7657999396324158,0.779296986568971,-0.005887014372896725,-0.6266271218087313,0
1975,0.125,3.9375,16,0.15464366806877985,0.06821798533201218,1.128240806637825,0.07692307692307693,0.17647058823529413,0.875,0.19705602389550125,0.3333333333333333,0.611098051071167,0.6754589676856995,0.7532478686751779,-0.2165485344564203,-0.6210671304787257,0
1976,0.3125,4.428571428571429,14,0.1385599590010113,-0.3229932487010956,0.9369775251580992,0.2307692307692308,0.29411764705882354,0.9285714285714286,0.2009678209537358,0.2380952380952381,0.7886143326759338,0.7619056701660156,0.7025423405810897,-0.22339595316713545,-0.6756689335757501,0
1977,0.125,4.230769230769232,13,0.20284561978446114,-0.2626644968986511,0.3936650570251564,0.07692307692307693,0.17647058823529413,0.8461538461538461,0.2577544769243169,0.14285714285714285,0.541570782661438,0.542376697063446,0.7445502572102013,-0.2735521715089289,-0.6089450910804459,0
1978,0.125,3.2307692307692317,13,0.1388888822661506,-0.2528453767299652,0.6433853888221475,0.0,0.1176470588235294,0.7692307692307693,0.14285714285714285,0.09523809523809523,0.6070345044136047,0.5486300587654114,0.9954033136160048,0.07837103902733453,0.055047465736886216,0
1979,0.1875,3.8571428571428568,14,0.15532436635759142,-0.18673335015773773,1.5887549860419008,0.0,0.17647058823529413,0.8571428571428571,0.14795977525782358,0.14285714285714285,0.7361353039741516,0.6347804069519043,0.8130468876931687,-0.13800324188354146,-0.5656057493007692,0
1980,0.1875,4.038461538461538,26,0.2431705950034989,0.3739458024501801,1.855784675056777,0.15384615384615385,0.2352941176470588,0.8461538461538461,0.3734062505576444,0.42857142857142855,0.6889972686767578,0.7135870456695557,0.8632230211847736,-0.09396418744525643,-0.4960007531994127,0
1981,0.1875,4.1578947368421035,19,0.2089066372977363,-0.019093450158834457,1.0887957684137768,0.4615384615384616,0.4117647058823529,0.9473684210526316,0.29868745960105364,0.3333333333333333,0.8115980625152588,0.6933059692382812,0.7840338607610201,-0.2701082474901625,-0.5588671038967694,1
1982,0.0625,5.0,10,0.11536578999625313,0.2651509642601013,0.4565739520047813,0.0,0.1176470588235294,1.0,0.10169269854338324,0.09523809523809523,0.32066938281059265,0.4492802023887634,0.8681284468814965,-0.14301880676525822,-0.4752879344424413,0
1983,0.25,4.764705882352942,17,0.16862342258294424,-0.3800245225429535,0.0,0.0,0.2352941176470588,1.0,0.2172855248339125,0.2857142857142857,0.7320237755775452,0.6417233943939209,0.95589517054894,0.08858775648095017,-0.280029699001525,0
1984,0.3125,3.9583333333333335,24,0.23541408280531564,-0.2114001363515854,1.0953840649670707,0.07692307692307693,0.2352941176470588,0.7916666666666666,0.3463065072201013,0.2380952380952381,0.7336900234222412,0.6757117509841919,0.994495885034688,0.0726707713261142,-0.07547776920352264,0
1985,0.125,3.9,10,0.0997416294283337,-0.26645857095718384,0.4106590421386265,0.07692307692307693,0.1176470588235294,1.0,0.10034072763877597,0.14285714285714285,0.6050388813018799,0.5107917785644531,0.701758031908945,-0.07099802937276939,-0.7088687780375628,0
1986,0.25,4.285714285714286,14,0.17551430066426596,0.08479312062263489,0.5395537431930938,0.2307692307692308,0.2352941176470588,0.9285714285714286,0.2360034611732241,0.3333333333333333,0.7465543746948242,0.647238552570343,0.6475356557416235,-0.2502327847363557,-0.7197785270389457,0
1987,0.125,4.5,10,0.1120744024713834,-0.08229968696832657,2.03664123687486,0.07692307692307693,0.1176470588235294,1.0,0.11695598439100405,0.14285714285714285,0.5412221550941467,0.4936579167842865,0.6447344899023933,-0.2659625830708281,-0.7166458971741858,0
1988,0.25,4.461538461538462,13,0.2052389118406508,-0.2019227147102356,1.07302902420439,0.15384615384615385,0.29411764705882354,0.9230769230769232,0.2421973717710497,0.2380952380952381,0.7749853730201721,0.7145629525184631,0.7335857325002927,-0.2755517742615449,-0.6212271668023894,0
1989,0.25,5.5,16,0.25086820953422123,0.16124416887760162,1.0953840649670707,0.2307692307692308,0.29411764705882354,1.0,0.3504086408959128,0.42857142857142855,0.7171740531921387,0.7821133732795715,0.8408440837281678,-0.13164770416300406,-0.5250239126439368,0
1990,0.4375,5.125,16,0.19062993758254584,0.13659906387329102,1.055321087865932,0.38461538461538464,0.4117647058823529,0.875,0.311102432383606,0.3333333333333333,0.7821791768074036,0.7934668660163879,0.6570221911289849,-0.2414443893936757,-0.7141613593540208,0
1991,0.625,4.4,25,0.3048860977093379,0.07549938559532167,1.8605258323494,0.38461538461538464,0.4705882352941176,0.76,0.4221386224457375,0.42857142857142855,0.7296838164329529,0.8619384765625,0.6473803855965958,-0.2531937949203235,-0.7188821451104821,0
1992,0.08571428571428573,5.0,9,0.14566895179450512,-0.1916727423667908,0.3223384120213285,0.18181818181818185,0.29411764705882354,1.0,0.2799160447602252,0.2,0.7690922617912292,0.6867988705635071,0.4700866277547137,0.25565765245729954,0.8447826508316941,0
1993,0.028571428571428567,4.095238095238095,21,0.21337251737713814,-0.5190238356590271,0.832105986438784,0.09090909090909093,0.29411764705882354,0.8095238095238095,0.3675207577896685,0.6666666666666666,0.5008469820022583,0.6935418248176575,0.7604215933688163,0.16872238029970318,0.627129778215349,0
1994,0.08571428571428573,3.8,15,0.11455843225121498,0.5770977139472961,1.1350077713831346,0.0,0.17647058823529413,1.0,0.17844744182940353,0.13333333333333333,0.4180746078491211,0.6065723896026611,0.8212299896214549,0.2404029768377394,0.5174820894232942,0
1995,0.028571428571428567,4.785714285714286,14,0.11484153941273688,-0.26863792538642883,1.0451364417712798,0.0,0.2352941176470588,1.0,0.30540922016987754,0.26666666666666666,0.4504368007183075,0.6375783085823059,0.968302671667666,0.19177084856436372,0.16004336188097365,0
1996,0.057142857142857134,4.2,5,0.08431090041995049,0.4497577846050263,1.245001389272119,0.0,0.17647058823529413,1.0,0.2,0.13333333333333333,0.4045295715332031,0.44428327679634094,0.7848540326706037,0.2637150293174144,0.5607660213607866,0
1997,0.2285714285714285,4.121212121212121,33,0.2260112033949958,0.3737412393093109,1.0269060463491841,0.2727272727272727,0.35294117647058826,0.8484848484848485,0.5117807751627369,0.4,0.5658373236656189,0.6678757071495056,0.8415489291092204,0.20554708293972748,0.4995455901217557,0
1998,0.028571428571428567,3.4166666666666665,12,0.1109744105488062,-0.34893760085105896,0.2828017306710032,0.0,0.2352941176470588,0.8333333333333334,0.2292447189272361,0.2,0.3696032166481018,0.5797560811042786,0.9224239582197444,0.3339630613778996,0.1939141947803732,0
1999,0.14285714285714285,4.125,24,0.22213274613022804,0.007832646369934082,0.6244503790307648,0.09090909090909093,0.29411764705882354,0.9583333333333334,0.3775547225270192,0.4666666666666667,0.6644799709320068,0.7172836065292358,0.955467987588394,0.03502882556706112,0.2930083720189183,0
2000,0.057142857142857134,3.7777777777777777,9,0.08430563565343617,0.12173067033290864,0.8436796613929681,0.09090909090909093,0.1176470588235294,1.0,0.1643024264439932,0.26666666666666666,0.5637199878692627,0.5288625955581665,0.4744838508888862,0.2406847368100909,0.8467206934475562,0
2001,0.028571428571428567,3.25,8,0.05774033255875111,0.5288238525390625,0.7260629511009914,0.0,0.0,1.0,0.02636223786204773,0.2,0.4638741314411163,0.4767725765705109,0.6407275481234729,0.29921937941670435,0.7070615051444713,0
2002,0.11428571428571427,3.6666666666666665,24,0.14248833060264587,-0.4540950953960418,0.4539086760944954,0.18181818181818185,0.2352941176470588,0.7916666666666666,0.2440510348565585,0.3333333333333333,0.5499428510665894,0.6996259093284607,0.7461978424202589,0.6448219829116595,0.16550948710338675,0
2003,0.057142857142857134,4.45,20,0.18285092525184155,-0.3720106184482575,0.7787039808657639,0.18181818181818185,0.29411764705882354,0.65,0.4131914642398379,0.3333333333333333,0.4469568431377411,0.6886914968490601,0.8440912862016225,0.1845638078579142,0.5034343069234332,0
2004,0.028571428571428567,4.9230769230769225,13,0.0957216816022992,-0.029589431360363964,0.6298765991725837,0.0,0.05882352941176471,1.0,0.16846247043051996,0.26666666666666666,0.576309084892273,0.5902493596076965,0.6271262397453315,0.22424944373910086,0.7459389160015615,0
2005,0.08571428571428573,4.285714285714286,14,0.17460404522717002,-0.3698602318763733,0.5464904200512448,0.09090909090909093,0.17647058823529413,0.9285714285714286,0.2564823001096224,0.3333333333333333,0.4416717290878296,0.611148476600647,0.7882260955082081,0.21519650318595096,0.5765328155243414,0
2006,0.11428571428571427,3.4210526315789487,19,0.09024562407284976,-0.3487904965877533,0.2828017306710032,0.0,0.1176470588235294,0.8947368421052632,0.1503002368194717,0.26666666666666666,0.1963981986045837,0.5819034576416016,0.869388191682215,0.2505971223528776,0.4258699971023846,0
2007,0.0,4.5555555555555545,9,0.07671038620173931,0.20344685018062592,0.7260629511009914,0.0,0.2352941176470588,0.8888888888888888,0.1614805383432652,0.06666666666666668,0.5092663168907166,0.5577001571655273,0.670581886046953,0.29981968581200985,0.6785485171344043,0
2008,0.08571428571428573,4.052631578947368,19,0.19692912138998508,-0.29210785031318665,0.4539086760944954,0.18181818181818185,0.17647058823529413,0.7368421052631579,0.27719335844329684,0.6,0.6220528483390808,0.7238796949386597,0.7939487571727041,0.18943493173837295,0.5777194627335978,0
2009,0.0,4.142857142857143,7,0.040645439177751534,-0.3403153717517853,0.7933363868850843,0.0,0.0,1.0,0.03362024456071478,0.06666666666666668,0.08146629482507706,0.3942946493625641,0.5766251729274489,0.2936070282946716,0.7624292248349098,0
2010,0.028571428571428567,3.75,8,0.0778864249587059,-0.16192583739757538,1.066462356214608,0.0,0.0,0.875,0.0212783855043547,0.2,0.3474482595920563,0.4629649817943573,0.6961843482229962,0.2375281816084848,0.6774272774483535,0
2011,0.057142857142857134,3.875,8,0.1029543038457632,-0.2802062630653381,0.832105986438784,0.0,0.05882352941176471,1.0,0.09018641629319624,0.13333333333333333,0.3553660213947296,0.4772433042526245,0.7555152770329507,0.22446956495195772,0.6154754914536423,0
2012,0.057142857142857134,4.181818181818182,11,0.07218535616993904,-0.037031352519989014,1.1112256781072474,0.0,0.2352941176470588,0.9090909090909092,0.14075313038985887,0.2,0.5769652724266052,0.6085090041160583,0.8734833796347418,0.14196250071678415,0.4656967187903586,0
2013,0.0,5.5,6,0.060768323019146926,-0.2106509804725647,0.5730864222248603,0.0,0.0,1.0,0.021863111373083558,0.13333333333333333,0.1920909285545349,0.39985355734825134,0.5781382041666693,0.2858997782173568,0.7642103988419714,0
2014,0.028571428571428567,5.125,8,0.09566386602818966,-0.4805038571357727,0.8822729808178941,0.0,0.0,0.75,0.02084917712524848,0.13333333333333333,0.1815346181392669,0.448108583688736,0.700820753375172,0.2473092556633335,0.6690952127327653,0
2015,0.028571428571428567,4.428571428571429,14,0.09468985442072153,-0.1170818954706192,1.1473554476675574,0.0,0.1176470588235294,0.9285714285714286,0.12940980384068854,0.3333333333333333,0.37369921803474426,0.5735155940055847,0.9969526996243646,0.06970997922875866,0.03501190522690331,0
2016,0.028571428571428567,4.4,10,0.08969622943550347,-0.4123574197292328,1.245001389272119,0.0,0.0,0.9,0.04533872627818991,0.2,0.13018426299095154,0.5136359930038452,0.4505628429236106,0.8625324630934337,0.23028433443586244,0
2017,0.0,5.142857142857143,7,0.09639703296124937,-0.13734598457813266,0.8846791574585596,0.0,0.1176470588235294,1.0,0.16766746468590193,0.13333333333333333,0.5166926980018616,0.5155009031295776,0.6048963646424752,0.29208991769533266,0.7407994789570601,0
2018,0.0,3.4615384615384617,13,0.10750686936080456,0.040417641401290894,0.5472895530519062,0.09090909090909093,0.17647058823529413,0.9230769230769232,0.16743346381202226,0.2,0.275935173034668,0.5536103844642639,0.1932005119412963,0.94038893345035,-0.2798967953188006,0
2019,0.14285714285714285,4.08,25,0.2720902739092708,0.36174723505973816,1.2281230571257922,0.2727272727272727,0.29411764705882354,0.88,0.507828205641553,0.6,0.4574094712734222,0.686687707901001,0.8417474483955067,0.4345363571517178,0.3203738245128156,0
2020,0.0,3.75,12,0.05311753414571285,0.4695980250835418,0.1886426948861213,0.0,0.0,0.9166666666666666,0.0755044572084294,0.13333333333333333,0.13914164900779724,0.5306088924407959,0.7621812778083107,0.21863263324344034,0.6093270644239676,0
2021,0.0,4.0,12,0.089632298797369,-0.08140036463737488,0.4234642265215578,0.09090909090909093,0.2352941176470588,0.9166666666666666,0.2281472050099319,0.2,0.3440141975879669,0.6017434597015381,0.4626275030212004,0.875088756258942,0.14211073892407725,0
2022,0.028571428571428567,4.571428571428571,7,0.07671038620173931,-0.6492671966552734,0.4306464419054369,0.0,0.17647058823529413,1.0,0.1614805383432652,0.06666666666666668,0.5024592280387878,0.5244486331939697,0.670581886046953,0.29981968581200985,0.6785485171344043,0
2023,0.028571428571428567,3.4444444444444446,18,0.07540290988981724,-0.2774988114833832,0.314651604125025,0.0,0.1176470588235294,0.7777777777777778,0.016869705296993696,0.2,0.5066191554069519,0.6051161885261536,0.864727156336118,0.16829428261579962,0.4732060645571698,0
2024,0.057142857142857134,4.045454545454546,22,0.15059344097971916,-0.3324143588542938,0.3758719595921137,0.0,0.2352941176470588,0.9090909090909092,0.24886751600455204,0.3333333333333333,0.6277999877929688,0.6944893598556519,0.9959938130750996,0.08484823039771616,0.02823299690963312,1
2025,0.0,4.0,16,0.11733445711433887,0.18507246673107147,0.6276210538348229,0.0,0.1176470588235294,0.6875,0.04206307383142331,0.13333333333333333,0.3959338665008545,0.5719520449638367,0.3513695248598508,0.24439720740148035,0.9037751169478614,0
2026,0.057142857142857134,3.2857142857142856,14,0.1323147490620613,0.36568254232406616,0.2057849803504468,0.0,0.2352941176470588,0.9285714285714286,0.2772227980367196,0.26666666666666666,0.2551417052745819,0.6490339040756226,0.7618035361200122,0.4877994457821234,0.4262711262209752,1
2027,0.028571428571428567,6.0,7,0.030124242417514324,-0.13888223469257355,0.5472753349324719,0.0,0.05882352941176471,1.0,0.07726201515994563,0.13333333333333333,0.2782846987247467,0.4489628672599793,0.8287040177424692,-0.14474314801117474,-0.5406469014812763,0
2028,0.057142857142857134,4.1,20,0.16546751745045185,-0.0157067310065031,0.5155731592245346,0.09090909090909093,0.1176470588235294,0.95,0.11590584942532292,0.3333333333333333,0.445445716381073,0.5977734923362732,0.7758882579771822,0.5549615905097777,-0.3000250726055932,0
2029,0.057142857142857134,4.777777777777779,18,0.1983039826154709,0.3935977816581726,0.4086335719484799,0.18181818181818185,0.17647058823529413,0.6666666666666666,0.3631325131445946,0.5333333333333333,0.5397415161132812,0.6661264896392822,0.6762199977063929,0.2928116373153978,0.6760087719509579,0
2030,0.0,3.952380952380953,21,0.17965992260724306,0.17589832842350006,0.29156459294926623,0.09090909090909093,0.05882352941176471,1.0,0.1704312560417712,0.4,0.22267432510852814,0.6382086277008057,0.8981380465971012,0.2812399299566498,0.33801205755523306,0
2031,0.2285714285714285,4.521739130434782,23,0.2626566458493471,0.10278583317995073,0.4407162402548097,0.3636363636363637,0.4117647058823529,0.7826086956521741,0.4413443699846827,0.6,0.7567939162254333,0.7334826588630676,0.9666765477324024,0.06215657671424906,0.2483405162983483,0
2032,0.11428571428571427,5.333333333333333,15,0.16514051891863346,0.3931527137756348,0.3509259806772794,0.2727272727272727,0.17647058823529413,0.7333333333333333,0.2143254917538357,0.3333333333333333,0.6481063961982727,0.6801883578300476,0.9788594012061484,-0.0857750217440785,-0.1856796120071968,0
2033,0.028571428571428567,4.7,20,0.14632771629840136,-0.18953728675842285,0.25132926350133106,0.09090909090909093,0.1176470588235294,0.85,0.2967602343690415,0.4666666666666667,0.3741613328456879,0.6569181084632874,0.6101660486850646,0.2937178275145905,0.7358173895961991,0
2034,0.028571428571428567,3.7692307692307687,26,0.26009805873036385,-0.3832917511463165,0.2057849803504468,0.09090909090909093,0.17647058823529413,0.8076923076923077,0.2466153070154681,0.4666666666666667,0.4229274094104767,0.6155232787132263,0.6113725733257187,0.4226499642877306,0.6690221104512682,0
2035,0.028571428571428567,4.578947368421051,19,0.11670202575623988,0.2519372701644897,0.4086335719484799,0.0,0.05882352941176471,1.0,0.14831142831222208,0.26666666666666666,0.4167261421680449,0.662617564201355,0.2860443000748417,0.9199349667152016,-0.2681386123060146,0
2036,0.08571428571428573,4.2,20,0.15968899987637994,-0.07468871027231216,0.29156459294926623,0.09090909090909093,0.29411764705882354,0.95,0.3677436275428999,0.4,0.334107905626297,0.7015709280967712,0.5879946169556047,0.7383949776762051,0.3302047658253713,1
2037,0.0,5.9,10,0.13855405617505312,0.17911194264888766,0.46428569600112796,0.0,0.0,0.8,0.02203732558155391,0.26666666666666666,0.31857433915138245,0.5258529782295227,0.5814822442926816,0.28967640060177346,0.7602407398362357,0
2038,0.08571428571428573,3.8181818181818175,33,0.17988442960712644,-0.2058316171169281,0.6946367388319928,0.0,0.17647058823529413,0.9090909090909092,0.3255077083410105,0.6666666666666666,0.4321432113647461,0.6967954635620117,0.9793780857382782,-0.10356341207322424,-0.17347387369681103,1
2039,0.08571428571428573,4.9230769230769225,13,0.15802985802292824,0.3133176565170288,0.4234642265215578,0.2727272727272727,0.29411764705882354,1.0,0.3369300596135678,0.3333333333333333,0.6695671081542969,0.6626504063606262,0.9746529044408097,0.0013778641379007738,0.2237181650101566,0
2040,0.0,3.6923076923076934,13,0.10169929824769497,-0.4442543983459473,0.6901657521713297,0.0,0.0,0.8461538461538461,0.09637043137663433,0.2,0.1552305370569229,0.5028789043426514,0.5802505783075089,0.3132241543211353,0.7517977756841336,0
2041,0.057142857142857134,4.5555555555555545,9,0.05588321201503277,0.4670718014240265,0.3299768647934031,0.09090909090909093,0.2352941176470588,1.0,0.13333333333333333,0.13333333333333333,0.5686942338943481,0.5720067620277405,0.8525594826407947,0.16079150203535764,0.4972810286271478,0
2042,0.057142857142857134,4.458333333333333,24,0.21963974088430405,0.20813830196857447,0.5862168115269385,0.18181818181818185,0.17647058823529413,0.875,0.4492492082803991,0.5333333333333333,0.6753832697868347,0.7551736235618591,0.7077372263626609,0.19874606419930785,0.6779439655205821,0
2043,0.028571428571428567,3.5384615384615383,13,0.10782000608742236,-0.19818086922168726,0.7175913081656649,0.0,0.0,1.0,0.12073990092146412,0.3333333333333333,0.4654783010482788,0.5689020752906799,0.90947396902121,0.16928059360570652,0.3797383050224276,0
2044,0.028571428571428567,7.666666666666668,3,0.03491215594112873,-0.2131271809339524,0.3758719595921137,0.0,0.05882352941176471,1.0,0.02692001901976896,0.06666666666666668,0.2112998068332672,0.27022823691368103,0.9973527079179362,-0.04291057926554629,0.0587048396289022,0
2045,0.11428571428571427,3.84,25,0.1953625893220305,-0.15670202672481534,0.5034648075386526,0.0,0.05882352941176471,0.96,0.2896804971427672,0.4666666666666667,0.4622540175914765,0.607003927230835,0.8750709801694136,0.17384481837153415,0.4516954270199226,0
2046,0.028571428571428567,3.294117647058824,17,0.14955448731780052,-0.2086628377437592,0.3613051024146167,0.18181818181818185,0.29411764705882354,0.8235294117647058,0.2566008548478515,0.4,0.29985928535461426,0.6558687686920166,0.5223756494045888,0.8523874765469469,0.023648905578535342,0
2047,0.057142857142857134,5.0,6,0.06030920147895812,0.15339137613773346,0.6978422977957395,0.0,0.0,1.0,0.01466225078261176,0.06666666666666668,0.18517057597637174,0.39725208282470703,0.7568853948623495,0.2262474084663364,0.6131366969985826,0
2048,0.057142857142857134,5.083333333333333,12,0.1478653009980917,0.052706819027662284,0.2598038954143932,0.09090909090909093,0.05882352941176471,1.0,0.22084917712524849,0.26666666666666666,0.3028219938278198,0.5915400981903076,0.6176040722526424,0.2911737367442279,0.7306045886574735,0
2049,0.2,4.428571428571429,21,0.20200547855347395,0.1010696142911911,0.6006453596939311,0.18181818181818185,0.29411764705882354,0.9523809523809524,0.3483754163771943,0.4666666666666667,0.4664764106273651,0.7101402878761292,0.9207798417754444,0.12717819889718854,0.3687684757476634,0
2050,0.2285714285714285,4.48,25,0.31128974817693233,-0.5476390719413757,0.9148132190693916,0.18181818181818185,0.4705882352941176,0.88,0.5586389622434517,0.7333333333333333,0.7319130897521973,0.7414891123771667,0.9984416656992612,-0.031500403952088744,0.04606478857587423,0
2051,0.057142857142857134,3.15,20,0.15312764141708612,-0.09309689700603484,0.4456663367538376,0.0,0.0,0.75,0.08814496536392623,0.4666666666666667,0.5076503157615662,0.6322753429412842,0.998662073683168,0.015936132979423322,0.04919453478280872,0
2052,0.0,3.9166666666666665,12,0.03685366362333298,0.022975126281380653,0.8334890028455012,0.0,0.1176470588235294,0.9166666666666666,0.07470985340743355,0.13333333333333333,0.2711078226566315,0.5700232982635498,0.7826741626017844,0.1986925775945386,0.5898664381064871,0
2053,0.08571428571428573,3.9444444444444446,18,0.17897334694862366,-0.23317748308181765,0.7506290200097688,0.18181818181818185,0.1176470588235294,0.8888888888888888,0.23728013660877026,0.4666666666666667,0.6261124014854431,0.6491601467132568,0.6234650196159329,0.2673962801525724,0.7347044294652588,0
2054,0.0,4.2222222222222205,9,0.06904992833733559,-0.2765519917011261,0.2300316086783313,0.0,0.0,1.0,0.01637035264307441,0.13333333333333333,0.1700090914964676,0.4775059819221497,0.7693000338371512,0.21338136352490486,0.6022008399515982,0
2055,0.0,4.6,5,0.07171360775828363,-0.12333423644304276,0.5154298444782476,0.0,0.0,1.0,0.13952025967597007,0.2,0.3673034310340881,0.4079201817512512,0.5884503251586974,0.3442750384628473,0.7315742701271201,0
2056,0.028571428571428567,4.0,15,0.12699176836758852,-0.010014070197939873,0.7000225280758048,0.09090909090909093,0.05882352941176471,1.0,0.13968966456954282,0.3333333333333333,0.5401891469955444,0.6838976740837097,0.7480496182241371,0.2394341510050602,0.6189451155047664,0
2057,0.028571428571428567,3.6,20,0.1293608220294118,-0.09786133468151093,0.5744981522478586,0.09090909090909093,0.17647058823529413,0.8,0.17898285748642356,0.4666666666666667,0.5376538038253784,0.6627210378646851,0.769381939126039,0.1805282563501728,0.6127487090201188,0
2058,0.2,3.821428571428572,28,0.3039320912212133,-0.4375106692314148,0.3324836880608302,0.18181818181818185,0.29411764705882354,0.8214285714285714,0.340190730527289,0.5333333333333333,0.5220285058021545,0.64348304271698,0.8727779605949876,0.16997007527793034,0.4575683610234311,0
2059,0.11428571428571427,4.769230769230768,13,0.1501287529245019,0.12777718901634216,0.4257619592371242,0.0,0.05882352941176471,1.0,0.20832449134345365,0.4,0.3341072499752045,0.6124013662338257,0.9479145258844492,0.06854727883497397,0.3110616051228123,0
2060,0.028571428571428567,3.7142857142857135,7,0.04752496816217898,0.67882239818573,0.4049430223311311,0.0,0.1176470588235294,1.0,0.08729370198070223,0.2,0.1663425862789154,0.4324756264686585,0.7439848390052347,-0.2888851282256742,-0.6025213208015056,0
2061,0.0,3.6666666666666665,18,0.1170950923115015,-0.5530910491943359,0.3220783432850657,0.0,0.05882352941176471,0.6111111111111112,0.1770901886138713,0.4,0.3116692304611206,0.5842053294181824,0.8841787065318504,0.134031980037711,0.4475080370706593,0
